,Real,Predicted
2021-06-25,-0.15407500000000002,-0.04907893
2021-06-28,-0.029625000000000002,-0.049269702
2021-06-29,0.030734999999999995,-0.049211256
2021-06-30,-0.048560000000000006,-0.03799215
2021-07-01,-0.0897,-0.03841312
2021-07-02,0.15791000000000002,-0.04382846
