Date,TSLA,F,GM,SPX
07/18/2018,$64.77,$10.87,$39.87,2804.49
07/17/2018,$64.538,$10.86,$40.03,2815.62
07/16/2018,$62.02,$10.85,$39.56,2809.55
07/13/2018,$63.774,$10.98,$39.36,2798.43
07/12/2018,$63.342,$11.05,$39.27,2801.31
07/11/2018,$63.792,$11.07,$39.3,2798.29
07/10/2018,$64.494,$11.25,$40.09,2774.02
07/09/2018,$63.702,$11.2,$39.75,2793.84
07/06/2018,$61.78,$11.06,$39.16,2784.17
07/05/2018,$61.832,$11.05,$39.47,2759.82
07/03/2018,$62.172,$10.99,$38.97,2736.61
07/02/2018,$67.014,$11.1,$39.5,2713.22
06/29/2018,$68.59,$11.07,$39.4,2726.71
06/28/2018,$69.986,$11.28,$40.52,2718.37
06/27/2018,$68.9,$11.42,$40.37,2716.31
06/26/2018,$68.4,$11.52,$41.01,2699.63
06/25/2018,$66.602,$11.5,$40.61,2723.06
06/22/2018,$66.726,$11.65,$41.25,2717.07
06/21/2018,$69.502,$11.71,$41.12,2754.88
06/20/2018,$72.444,$11.87,$41.95,2749.76
06/19/2018,$70.51,$11.89,$42.26,2767.32
06/18/2018,$74.166,$11.99,$43.95,2762.59
06/15/2018,$71.634,$11.88,$43.91,2773.75
06/14/2018,$71.544,$11.89,$43.57,2779.66
06/13/2018,$68.956,$12.02,$44.45,2782.49
06/12/2018,$68.554,$12.11,$44.18,2775.63
06/11/2018,$66.42,$12.03,$44.85,2786.85
06/08/2018,$63.532,$12.1,$44.25,2782
06/07/2018,$63.218,$12.03,$44.01,2779.03
06/06/2018,$63.9,$11.97,$43.93,2770.37
06/05/2018,$58.226,$11.83,$43.41,2772.35
06/04/2018,$59.348,$11.74,$43.78,2748.8
06/01/2018,$58.364,$11.71,$43.2,2746.87
05/31/2018,$56.946,$11.55,$42.7,2734.62
05/30/2018,$58.344,$11.55,$37.83,2705.27
05/29/2018,$56.752,$11.44,$37.38,2724.01
05/25/2018,$55.77,$11.51,$38.3,2689.86
05/24/2018,$55.57,$11.62,$38.39,2721.33
05/23/2018,$55.814,$11.44,$37.85,2727.76
05/22/2018,$55.002,$11.52,$38.28,2733.29
05/21/2018,$56.898,$11.51,$38.09,2724.44
05/18/2018,$55.364,$11.33,$37.79,2733.01
05/17/2018,$56.908,$11.46,$38.3,2712.97
05/16/2018,$57.296,$11.4,$38.03,2720.13
05/15/2018,$56.836,$11.22,$36.94,2722.46
05/14/2018,$58.394,$11.18,$36.63,2711.45
05/11/2018,$60.212,$11.19,$36.89,2730.13
05/10/2018,$61.004,$11.21,$37.16,2727.72
05/09/2018,$61.37,$11.06,$36.27,2723.07
05/08/2018,$60.394,$11.27,$36.33,2697.79
05/07/2018,$60.554,$11.34,$36.34,2671.92
05/04/2018,$58.818,$11.36,$36.71,2672.63
05/03/2018,$56.89,$11.2,$36.15,2663.42
05/02/2018,$60.23,$11.21,$36.2,2629.73
05/01/2018,$59.984,$11.26,$36.42,2635.67
04/30/2018,$58.78,$11.24,$36.74,2654.8
04/27/2018,$58.815,$11.49,$37.65,2648.05
04/26/2018,$57.096,$11.43,$38.25,2669.91
04/25/2018,$56.138,$11.11,$38.11,2666.94
04/24/2018,$56.692,$10.96,$37.93,2639.4
04/23/2018,$56.674,$11.04,$37.69,2634.56
04/20/2018,$58.048,$10.82,$37.61,2670.29
04/19/2018,$60.016,$10.96,$37.77,2670.14
04/18/2018,$58.67,$11.33,$38.93,2693.13
04/17/2018,$57.538,$11.38,$39.22,2708.64
04/16/2018,$58.242,$11.38,$39.17,2706.39
04/13/2018,$60.068,$11.28,$38.73,2677.84
04/12/2018,$58.816,$11.31,$38.83,2656.3
04/11/2018,$60.186,$11.43,$39,2663.99
04/10/2018,$60.94,$11.45,$39.07,2642.19
04/09/2018,$57.932,$11.25,$37.83,2656.87
04/06/2018,$59.86,$11.18,$37.68,2613.16
04/05/2018,$61.144,$11.35,$38,2604.47
04/04/2018,$57.388,$11.33,$38.03,2662.84
04/03/2018,$53.506,$11.15,$36.94,2644.69
04/02/2018,$50.496,$10.86,$35.76,2614.45
03/29/2018,$53.226,$11.08,$36.34,2581.88
03/28/2018,$51.556,$10.86,$35.47,2640.87
03/27/2018,$55.836,$10.83,$34.87,2605
03/26/2018,$60.836,$10.83,$35.99,2612.62
03/23/2018,$60.308,$10.56,$35.17,2658.55
03/22/2018,$61.82,$10.75,$36.35,2588.26
03/21/2018,$63.306,$11.1,$37.58,2643.69
03/20/2018,$62.11,$10.99,$36.89,2711.93
03/19/2018,$62.712,$11.01,$37.01,2716.94
03/16/2018,$64.27,$11.15,$37.94,2712.92
03/15/2018,$65.12,$11.07,$37.85,2752.01
03/14/2018,$65.326,$11.02,$37.69,2747.33
03/13/2018,$68.368,$10.78,$38.01,2749.48
03/12/2018,$69.102,$10.81,$37.83,2765.31
03/09/2018,$65.434,$10.73,$37.84,2783.02
03/08/2018,$65.82,$10.61,$37.84,2786.57
03/07/2018,$66.46,$10.63,$37.74,2738.97
03/06/2018,$65.64,$10.63,$37.93,2726.8
03/05/2018,$66.67,$10.58,$37.74,2728.12
03/02/2018,$67.024,$10.4,$37.43,2720.94
03/01/2018,$66.186,$10.29,$37.79,2691.25
02/28/2018,$68.612,$10.61,$39.35,2677.67
02/27/2018,$70.198,$10.61,$40.17,2713.83
02/26/2018,$71.484,$10.89,$41.54,2744.28
02/23/2018,$70.41,$10.7,$40.91,2779.6
02/22/2018,$69.234,$10.63,$40.91,2747.3
02/21/2018,$66.66,$10.6,$40.56,2703.96
02/20/2018,$66.954,$10.63,$40.77,2701.33
02/16/2018,$67.098,$10.61,$41.09,2716.26
02/15/2018,$66.813,$10.76,$41.85,2732.22
02/14/2018,$64.462,$10.74,$41.81,2731.2
02/13/2018,$64.732,$10.59,$41.4,2698.63
02/12/2018,$63.146,$10.7,$42,2662.94
02/09/2018,$62.084,$10.53,$41.46,2656
02/08/2018,$63.046,$10.43,$40.75,2619.55
02/07/2018,$69,$10.76,$42.39,2581
02/06/2018,$66.794,$10.76,$41.86,2681.66
02/05/2018,$66.626,$10.24,$39.54,2695.14
02/02/2018,$68.75,$10.71,$41,2648.94
02/01/2018,$69.85,$10.92,$42.43,2762.13
01/31/2018,$70.862,$10.97,$42.41,2821.98
01/30/2018,$69.164,$11.06,$42.7,2823.81
01/29/2018,$69.906,$11.12,$43.02,2822.43
01/26/2018,$68.57,$11.65,$43.49,2853.53
01/25/2018,$67.528,$11.57,$43.16,2872.87
01/24/2018,$69.178,$12.05,$44.16,2839.25
01/23/2018,$70.558,$11.96,$43.38,2837.54
01/22/2018,$70.312,$12.02,$43.29,2839.13
01/19/2018,$70.004,$12,$43.15,2832.97
01/18/2018,$68.914,$12.07,$43.86,2810.3
01/17/2018,$69.432,$12.18,$44.03,2798.03
01/16/2018,$68.012,$13.1,$44.19,2802.56
01/12/2018,$67.244,$13.23,$44.07,2776.42
01/11/2018,$67.59,$13.16,$44.19,2786.24
01/10/2018,$66.96,$13.03,$43,2767.56
01/09/2018,$66.738,$13.08,$44.05,2748.23
01/08/2018,$67.282,$13.15,$44.22,2751.29
01/05/2018,$63.316,$13.2,$44.01,2747.71
01/04/2018,$62.924,$12.98,$44.14,2743.15
01/03/2018,$63.45,$12.76,$42.82,2723.99
01/02/2018,$64.106,$12.66,$41.8,2713.06
12/29/2017,$62.27,$12.49,$40.99,2695.81
12/28/2017,$63.072,$12.58,$41.38,2673.61
12/27/2017,$62.328,$12.5,$41.31,2687.54
12/26/2017,$63.458,$12.6,$41.8,2682.62
12/22/2017,$65.04,$12.58,$42.02,2680.5
12/21/2017,$66.332,$12.63,$42.16,2683.34
12/20/2017,$65.796,$12.72,$42.52,2684.57
12/19/2017,$66.22,$12.69,$42.49,2679.25
12/18/2017,$67.774,$12.66,$42.15,2681.47
12/15/2017,$68.69,$12.58,$40.95,2690.16
12/14/2017,$67.578,$12.46,$40.81,2675.81
12/13/2017,$67.806,$12.63,$41.4,2652.01
12/12/2017,$68.206,$12.6,$41.53,2662.85
12/11/2017,$65.782,$12.58,$41.67,2664.11
12/08/2017,$63.026,$12.61,$42.02,2659.99
12/07/2017,$62.248,$12.53,$42.02,2651.5
12/06/2017,$62.652,$12.38,$42.15,2636.98
12/05/2017,$60.74,$12.43,$42.8,2629.27
12/04/2017,$61.04,$12.63,$43.05,2629.57
12/01/2017,$61.306,$12.58,$35.55,2639.44
11/30/2017,$61.77,$12.52,$43.09,2642.22
11/29/2017,$61.508,$12.56,$43.81,2647.58
11/28/2017,$63.51,$12.21,$44.92,2626.07
11/27/2017,$63.362,$12.11,$44.17,2627.04
11/24/2017,$63.11,$12.1,$44.46,2601.42
11/22/2017,$62.52,$12.07,$44.29,2602.42
11/21/2017,$63.562,$12.12,$44.97,2597.08
11/20/2017,$61.748,$12.13,$44.88,2599.03
11/17/2017,$63.01,$12.01,$43.88,2582.14
11/16/2017,$62.5,$12.04,$43.6,2578.85
11/15/2017,$62.26,$12,$42.86,2585.64
11/14/2017,$61.74,$12.02,$43,2564.62
11/13/2017,$63.08,$12.16,$43.57,2578.87
11/10/2017,$60.598,$12.01,$42.66,2584.84
11/09/2017,$60.598,$12.04,$42.11,2582.3
11/08/2017,$60.878,$12.06,$42.11,2584.62
11/07/2017,$61.21,$12.16,$41.7,2594.38
11/06/2017,$60.556,$12.33,$42.14,2590.64
11/03/2017,$61.218,$12.36,$42.34,2591.13
11/02/2017,$59.852,$12.42,$42.6,2587.84
11/01/2017,$64.216,$12.35,$43.13,2579.85
10/31/2017,$66.306,$12.27,$42.98,2579.36
10/30/2017,$64.016,$12.1,$43.37,2575.26
10/27/2017,$64.174,$12.06,$44.64,2572.83
10/26/2017,$65.234,$12.27,$45.25,2581.07
10/25/2017,$65.168,$12.04,$45.12,2560.4
10/24/2017,$67.468,$12.19,$46.48,2557.15
10/23/2017,$67.404,$12.04,$45.15,2569.13
10/20/2017,$69.02,$12.1,$45.61,2564.98
10/19/2017,$70.362,$12.23,$45.35,2575.21
10/18/2017,$71.93,$12.19,$45.12,2562.1
10/17/2017,$71.15,$12.27,$45.02,2561.26
10/16/2017,$70.12,$12.12,$45.76,2559.36
10/13/2017,$71.114,$12.05,$45.88,2557.64
10/12/2017,$71.136,$12.12,$44.89,2553.17
10/11/2017,$70.92,$12.38,$45.47,2550.93
10/10/2017,$71.118,$12.39,$45.21,2555.24
10/09/2017,$68.588,$12.34,$45.33,2550.64
10/06/2017,$71.376,$12.31,$44.93,2544.73
10/05/2017,$71.066,$12.25,$43.85,2549.33
10/04/2017,$71.002,$12.3,$43.78,2552.07
10/03/2017,$69.628,$12.34,$43.45,2537.74
10/02/2017,$68.306,$12.09,$42.15,2534.58
09/29/2017,$68.22,$11.97,$40.38,2529.12
09/28/2017,$67.92,$11.96,$40.58,2519.36
09/27/2017,$68.194,$11.95,$40.58,2510.06
09/26/2017,$69.05,$11.93,$40.26,2507.04
09/25/2017,$68.998,$11.94,$40.3,2496.84
09/22/2017,$70.218,$11.84,$39.42,2496.66
09/21/2017,$73.296,$11.72,$39.1,2502.22
09/20/2017,$74.782,$11.71,$38.88,2500.6
09/19/2017,$75.02,$11.72,$38.7,2508.24
09/18/2017,$77,$11.63,$38.59,2506.65
09/15/2017,$75.962,$11.62,$38.88,2503.87
09/14/2017,$75.528,$11.56,$38.79,2500.23
09/13/2017,$73.246,$11.62,$38.21,2495.62
09/12/2017,$72.55,$11.59,$37.89,2498.37
09/11/2017,$72.738,$11.41,$37.35,2496.48
09/08/2017,$68.68,$11.36,$37,2488.11
09/07/2017,$70.122,$11.4,$36.91,2461.43
09/06/2017,$68.906,$11.5,$37.67,2465.1
09/05/2017,$69.918,$11.36,$37.23,2465.54
09/01/2017,$71.08,$11.35,$37.36,2457.85
08/31/2017,$71.18,$11.03,$36.54,2476.55
08/30/2017,$70.636,$10.94,$35.82,2471.65
08/29/2017,$69.472,$10.84,$35.52,2457.59
08/28/2017,$69.132,$10.79,$35.51,2446.3
08/25/2017,$69.61,$10.82,$35.6,2444.24
08/24/2017,$70.586,$10.71,$35.52,2443.05
08/23/2017,$70.554,$10.71,$35.49,2438.97
08/22/2017,$68.27,$10.65,$35.3,2444.04
08/21/2017,$67.572,$10.57,$34.91,2452.51
08/18/2017,$69.492,$10.56,$34.83,2428.37
08/17/2017,$70.384,$10.64,$35,2425.55
08/16/2017,$72.582,$10.8,$35.75,2430.01
08/15/2017,$72.466,$10.84,$35.54,2468.11
08/14/2017,$72.76,$10.91,$35.47,2464.61
08/11/2017,$71.574,$10.77,$34.93,2465.84
08/10/2017,$71.08,$10.77,$34.88,2441.32
08/09/2017,$72.706,$10.92,$35.28,2438.21
08/08/2017,$73.044,$10.89,$35.39,2474.02
08/07/2017,$71.034,$10.92,$35.3,2474.92
08/04/2017,$71.382,$10.95,$35.27,2480.91
08/03/2017,$69.418,$10.93,$34.77,2476.83
08/02/2017,$65.178,$11,$34.82,2472.16
08/01/2017,$63.914,$10.95,$34.76,2477.57
07/31/2017,$64.694,$11.22,$35.98,2476.35
07/28/2017,$67.014,$11.17,$35.77,2470.3
07/27/2017,$66.892,$11.18,$35.94,2472.1
07/26/2017,$68.77,$11.06,$35.62,2475.42
07/25/2017,$67.92,$11.27,$35.57,2477.83
07/24/2017,$68.504,$11.29,$35.82,2477.13
07/21/2017,$65.68,$11.53,$36.07,2469.91
07/20/2017,$65.984,$11.7,$36.41,2472.54
07/19/2017,$65.052,$11.83,$36.47,2473.45
07/18/2017,$65.648,$11.75,$36.43,2473.83
07/17/2017,$63.914,$11.74,$36.38,2460.61
07/14/2017,$65.556,$11.68,$36.35,2459.14
07/13/2017,$64.682,$11.6,$35.86,2459.27
07/12/2017,$65.904,$11.47,$35.5,2447.83
07/11/2017,$65.444,$11.38,$35.4,2443.25
07/10/2017,$63.21,$11.34,$35.19,2425.53
07/07/2017,$62.644,$11.26,$34.94,2427.43
07/06/2017,$61.766,$11.18,$34.87,2425.18
07/05/2017,$65.418,$11.3,$35.01,2409.75
07/03/2017,$70.524,$11.56,$35.57,2432.54
06/30/2017,$72.322,$11.19,$34.93,2429.01
06/29/2017,$72.15,$11.17,$34.86,2423.41
06/28/2017,$74.248,$11.09,$34.58,2419.7
06/27/2017,$72.474,$11.08,$34.21,2440.69
06/26/2017,$75.498,$11.18,$34.52,2419.38
06/23/2017,$76.69,$11.04,$34.2,2439.07
06/22/2017,$76.522,$11.13,$34.19,2438.3
06/21/2017,$75.28,$11.04,$34.13,2434.5
06/20/2017,$74.448,$11.12,$34.4,2435.61
06/19/2017,$73.96,$11.24,$34.35,2437.03
06/16/2017,$74.28,$11.22,$34.29,2453.46
06/15/2017,$75.068,$11.24,$34.6,2433.15
06/14/2017,$76.132,$11.22,$34.61,2432.46
06/13/2017,$75.19,$11.27,$34.51,2437.92
06/12/2017,$71.802,$11.28,$34.68,2440.35
06/09/2017,$71.464,$11.13,$34.34,2429.39
06/08/2017,$74,$11.1,$34.11,2431.77
06/07/2017,$71.93,$11.07,$34.34,2433.79
06/06/2017,$70.57,$11.12,$34.43,2433.14
06/05/2017,$69.464,$11.25,$34.46,2429.33
06/02/2017,$67.97,$11.35,$34.45,2436.1
06/01/2017,$68.074,$11.41,$34.43,2439.07
05/31/2017,$68.202,$11.12,$33.93,2430.06
05/30/2017,$67.02,$11.08,$33.53,2411.8
05/26/2017,$65.028,$10.93,$33.07,2412.91
05/25/2017,$63.366,$10.86,$32.6,2415.82
05/24/2017,$62.044,$10.96,$33.2,2415.07
05/23/2017,$60.772,$11.05,$33.22,2404.39
05/22/2017,$62.07,$11.1,$32.92,2398.42
05/19/2017,$62.166,$10.87,$32.72,2394.02
05/18/2017,$62.612,$10.79,$32.47,2381.73
05/17/2017,$61.222,$10.76,$32.42,2365.72
05/16/2017,$63.402,$10.94,$33.42,2357.03
05/15/2017,$63.176,$10.94,$33.82,2400.67
05/12/2017,$64.962,$10.92,$33.62,2402.32
05/11/2017,$64.62,$11.01,$34.11,2390.9
05/10/2017,$65.044,$11.04,$34.23,2394.44
05/09/2017,$64.252,$11.16,$34.26,2399.63
05/08/2017,$61.438,$11.13,$33.97,2396.92
05/05/2017,$61.67,$11.14,$33.77,2399.38
05/04/2017,$59.092,$11,$33.15,2399.29
05/03/2017,$62.204,$11.07,$33.48,2389.52
05/02/2017,$63.778,$10.92,$33.2,2388.13
05/01/2017,$64.566,$11.42,$34.2,2391.17
04/28/2017,$62.814,$11.47,$34.64,2388.33
04/27/2017,$61.726,$11.47,$34.54,2384.2
04/26/2017,$62.034,$11.6,$34.38,2388.77
04/25/2017,$62.758,$11.48,$33.99,2387.45
04/24/2017,$61.606,$11.43,$33.91,2388.61
04/21/2017,$61.12,$11.34,$33.75,2374.15
04/20/2017,$60.502,$11.47,$34.1,2348.69
04/19/2017,$61.104,$11.19,$33.79,2355.84
04/18/2017,$60.05,$11.14,$33.69,2338.17
04/17/2017,$60.288,$11.28,$33.9,2342.19
04/13/2017,$60.8,$11.11,$33.39,2349.01
04/12/2017,$59.368,$11.23,$33.94,2328.95
04/11/2017,$61.742,$11.28,$33.92,2344.93
04/10/2017,$62.478,$11.25,$33.97,2353.78
04/07/2017,$60.508,$11.23,$33.71,2357.16
04/06/2017,$59.74,$11.27,$34.16,2355.54
04/05/2017,$59,$11.26,$34,2357.49
04/04/2017,$60.74,$11.37,$34.27,2352.95
04/03/2017,$59.704,$11.44,$34.17,2360.16
03/31/2017,$55.66,$11.64,$35.36,2358.84
03/30/2017,$55.584,$11.68,$35.41,2362.72
03/29/2017,$55.476,$11.68,$35.54,2368.06
03/28/2017,$55.49,$11.65,$35.56,2361.13
03/27/2017,$54.044,$11.46,$34.71,2358.57
03/24/2017,$52.632,$11.62,$34.56,2341.59
03/23/2017,$50.956,$11.67,$34.26,2343.98
03/22/2017,$51.002,$11.77,$34.39,2345.96
03/21/2017,$50.136,$11.72,$34.55,2348.45
03/20/2017,$52.384,$12.28,$35.71,2344.02
03/17/2017,$52.3,$12.48,$36.33,2373.47
03/16/2017,$52.41,$12.7,$37.08,2378.25
03/15/2017,$51.146,$12.65,$37.09,2381.38
03/14/2017,$51.6,$12.55,$36.96,2385.26
03/13/2017,$49.234,$12.54,$36.87,2365.45
03/10/2017,$48.738,$12.53,$36.83,2373.47
03/09/2017,$48.98,$12.5,$36.83,2372.6
03/08/2017,$49.374,$12.53,$37.27,2364.87
03/07/2017,$49.718,$12.46,$37.52,2362.98
03/06/2017,$50.242,$12.52,$37.91,2368.39
03/03/2017,$50.314,$12.65,$38.23,2375.31
03/02/2017,$50.096,$12.66,$37.76,2383.12
03/01/2017,$50.004,$12.69,$37.43,2381.92
02/28/2017,$49.998,$12.53,$36.84,2395.96
02/27/2017,$49.246,$12.66,$37.27,2363.64
02/24/2017,$51.4,$12.47,$36.9,2369.75
02/23/2017,$51.198,$12.56,$37.25,2367.34
02/22/2017,$54.702,$12.67,$37.84,2363.81
02/21/2017,$55.478,$12.69,$37.81,2362.82
02/17/2017,$54.446,$12.58,$37.22,2365.38
02/16/2017,$53.79,$12.54,$37.03,2351.16
02/15/2017,$55.952,$12.63,$37.08,2347.22
02/14/2017,$56.196,$12.65,$37.24,2349.25
02/13/2017,$56.12,$12.56,$35.52,2337.58
02/10/2017,$53.846,$12.51,$35.17,2328.25
02/09/2017,$53.84,$12.38,$35.08,2316.1
02/08/2017,$52.416,$12.38,$35.14,2307.87
02/07/2017,$51.496,$12.34,$35.1,2294.67
02/06/2017,$51.554,$12.52,$36.83,2293.08
02/03/2017,$50.266,$12.56,$36.33,2292.56
02/02/2017,$50.31,$12.28,$35.73,2297.42
02/01/2017,$49.848,$12.32,$36.14,2280.85
01/31/2017,$50.386,$12.36,$36.61,2279.55
01/30/2017,$50.126,$12.37,$36.33,2278.87
01/27/2017,$50.59,$12.49,$37.01,2280.9
01/26/2017,$50.502,$12.37,$37.52,2294.69
01/25/2017,$50.894,$12.79,$38.28,2296.68
01/24/2017,$50.922,$12.61,$37,2298.37
01/23/2017,$49.784,$12.31,$36.65,2280.07
01/20/2017,$48.946,$12.36,$37.01,2265.2
01/19/2017,$48.752,$12.43,$37.3,2271.31
01/18/2017,$47.672,$12.41,$37.47,2263.69
01/17/2017,$47.116,$12.61,$37.31,2271.89
01/13/2017,$47.55,$12.63,$37.34,2267.89
01/12/2017,$45.918,$12.59,$37.51,2274.64
01/11/2017,$45.946,$12.67,$37.95,2270.44
01/10/2017,$45.974,$12.85,$37.35,2275.32
01/09/2017,$46.256,$12.63,$36.01,2268.9
01/06/2017,$45.802,$12.76,$35.99,2268.9
01/05/2017,$45.35,$12.77,$36.39,2276.98
01/04/2017,$45.398,$13.17,$37.09,2269
01/03/2017,$43.398,$12.59,$35.15,2270.75
12/30/2016,$42.738,$12.13,$34.84,2257.83
12/29/2016,$42.936,$12.23,$35.14,2238.83
12/28/2016,$43.948,$12.25,$35.15,2249.26
12/27/2016,$43.906,$12.39,$35.54,2249.92
12/23/2016,$42.668,$12.46,$35.69,2268.88
12/22/2016,$41.69,$12.4,$35.69,2263.79
12/21/2016,$41.54,$12.64,$36.42,2260.96
12/20/2016,$41.758,$12.78,$36.61,2265.18
12/19/2016,$40.546,$12.66,$36.4,2270.76
12/16/2016,$40.498,$12.63,$36.37,2262.53
12/15/2016,$39.516,$12.58,$36.24,2258.07
12/14/2016,$39.738,$12.53,$35.95,2262.03
12/13/2016,$39.63,$12.77,$37.36,2253.28
12/12/2016,$38.486,$12.82,$37.1,2271.72
12/09/2016,$38.436,$13.17,$37.66,2256.96
12/08/2016,$38.458,$13.03,$36.42,2259.53
12/07/2016,$38.63,$13.06,$36.3,2246.19
12/06/2016,$37.17,$12.56,$35.07,2241.35
12/05/2016,$37.36,$12.44,$34.94,2212.23
12/02/2016,$36.294,$12.24,$35.41,2204.71
12/01/2016,$36.376,$12.43,$36.43,2191.95
11/30/2016,$37.88,$11.96,$34.53,2191.08
11/29/2016,$37.914,$11.92,$34.57,2198.81
11/28/2016,$39.224,$11.92,$34.05,2204.66
11/25/2016,$39.33,$12.04,$34.25,2201.72
11/23/2016,$38.628,$11.9,$33.86,2213.35
11/22/2016,$38.234,$11.89,$33.81,2204.72
11/21/2016,$36.904,$11.79,$33.01,2202.94
11/18/2016,$37.004,$11.76,$33,2198.18
11/17/2016,$37.732,$11.87,$33.42,2181.9
11/16/2016,$36.786,$12,$33.23,2187.12
11/15/2016,$36.754,$12.04,$33.43,2176.94
11/14/2016,$36.29,$12.06,$33.28,2180.39
11/11/2016,$37.712,$12.28,$34.02,2164.2
11/10/2016,$37.07,$11.94,$32.73,2164.45
11/09/2016,$38.012,$11.58,$30.96,2167.48
11/08/2016,$38.988,$11.48,$31.73,2163.26
11/07/2016,$38.642,$11.58,$32.02,2139.56
11/04/2016,$38.112,$11.34,$31.16,2131.52
11/03/2016,$37.484,$11.35,$31.07,2085.18
11/02/2016,$37.604,$11.4,$31.45,2088.66
11/01/2016,$38.158,$11.61,$31.48,2097.94
10/31/2016,$39.546,$11.74,$31.6,2111.72
10/28/2016,$39.994,$11.72,$31.32,2126.15
10/27/2016,$40.802,$11.74,$31.33,2126.41
10/26/2016,$40.448,$11.88,$31.58,2133.04
10/25/2016,$40.468,$11.85,$31.6,2139.43
10/24/2016,$40.552,$12.19,$32.98,2143.16
10/21/2016,$40.018,$12.02,$32.04,2151.33
10/20/2016,$39.82,$11.97,$31.75,2141.16
10/19/2016,$40.712,$12.01,$31.85,2141.34
10/18/2016,$39.82,$11.89,$31.4,2144.29
10/17/2016,$38.792,$11.88,$31.56,2139.6
10/14/2016,$39.302,$11.91,$31.87,2126.5
10/13/2016,$40.048,$11.91,$31.51,2132.98
10/12/2016,$40.302,$11.96,$31.68,2132.55
10/11/2016,$40.02,$11.99,$31.89,2139.18
10/10/2016,$40.19,$12.12,$32.15,2136.73
10/07/2016,$39.322,$12.29,$32.34,2163.66
10/06/2016,$40.2,$12.39,$32.53,2153.74
10/05/2016,$41.692,$12.48,$32.68,2160.77
10/04/2016,$42.282,$12.2,$32.17,2159.73
10/03/2016,$42.74,$12.1,$32.04,2150.49
09/30/2016,$40.806,$12.07,$31.77,2161.2
09/29/2016,$40.14,$11.97,$31.48,2168.27
09/28/2016,$41.254,$12.09,$31.9,2151.13
09/27/2016,$41.162,$11.98,$31.6,2171.37
09/26/2016,$41.798,$12.01,$31.8,2159.93
09/23/2016,$41.49,$12.17,$32.12,2146.1
09/22/2016,$41.286,$12.18,$32.39,2164.69
09/21/2016,$41.044,$12.09,$32.11,2177.18
09/20/2016,$40.928,$12,$31.65,2163.12
09/19/2016,$41.268,$12.11,$31.72,2139.76
09/16/2016,$41.08,$12.11,$30.97,2139.12
09/15/2016,$40.084,$12.11,$31.12,2139.16
09/14/2016,$39.282,$12.14,$30.71,2147.26
09/13/2016,$39.21,$12.38,$30.94,2125.77
09/12/2016,$39.66,$12.7,$31.18,2127.02
09/09/2016,$38.894,$12.38,$30.48,2159.04
09/08/2016,$39.472,$12.73,$31.71,2127.81
09/07/2016,$40.342,$12.7,$31.89,2181.3
09/06/2016,$40.566,$12.67,$32.12,2186.16
09/02/2016,$39.556,$12.5,$32.16,2186.48
09/01/2016,$40.154,$12.44,$31.8,2179.98
08/31/2016,$42.402,$12.6,$31.92,2170.86
08/30/2016,$42.268,$12.55,$31.67,2170.95
08/29/2016,$43.04,$12.47,$31.81,2176.12
08/26/2016,$43.998,$12.38,$31.53,2180.38
08/25/2016,$44.192,$12.47,$31.54,2169.04
08/24/2016,$44.524,$12.3,$31.78,2172.47
08/23/2016,$44.968,$12.42,$31.9,2175.44
08/22/2016,$44.586,$12.36,$31.87,2186.9
08/19/2016,$45,$12.39,$31.83,2182.64
08/18/2016,$44.702,$12.33,$31.55,2183.87
08/17/2016,$44.648,$12.39,$31.85,2187.02
08/16/2016,$44.722,$12.34,$31.71,2182.22
08/15/2016,$45.118,$12.43,$31.86,2178.15
08/12/2016,$45.122,$12.33,$31.57,2190.15
08/11/2016,$44.982,$12.31,$31.75,2184.05
08/10/2016,$45.13,$12.25,$31.25,2185.79
08/09/2016,$45.816,$12.31,$31.07,2175.49
08/08/2016,$45.232,$12.18,$30.88,2181.74
08/05/2016,$46.006,$12.19,$30.8,2180.89
08/04/2016,$46.122,$12.08,$30.34,2182.87
08/03/2016,$45.158,$12.13,$30.24,2164.25
08/02/2016,$45.44,$11.94,$29.93,2163.79
08/01/2016,$46.002,$12.48,$31.3,2157.03
07/29/2016,$46.958,$12.66,$31.54,2170.84
07/28/2016,$46.122,$12.71,$30.99,2173.6
07/27/2016,$45.698,$13.84,$32.02,2170.06
07/26/2016,$45.902,$13.86,$32.15,2166.58
07/25/2016,$46.002,$13.83,$32.06,2169.18
07/22/2016,$44.454,$13.84,$32.16,2168.48
07/21/2016,$44.1,$13.92,$32.03,2175.03
07/20/2016,$45.672,$13.74,$31.49,2165.17
07/19/2016,$45.052,$13.65,$31.25,2173.02
07/18/2016,$45.25,$13.65,$30.87,2163.78
07/15/2016,$44.08,$13.57,$30.77,2166.89
07/14/2016,$44.306,$13.59,$30.76,2161.74
07/13/2016,$44.506,$13.48,$30.63,2163.75
07/12/2016,$44.93,$13.45,$30.6,2152.43
07/11/2016,$44.956,$13.27,$30.13,2152.14
07/08/2016,$43.356,$13.09,$29.66,2137.16
07/07/2016,$43.188,$12.75,$28.74,2129.9
07/06/2016,$42.888,$12.57,$28.4,2097.9
07/05/2016,$42.796,$12.4,$28.17,2099.73
,,,,2088.55
