,tweets,likes,time
131,"Two months ago, with our incredible partners, we launched our One Million Black Women initiative. Earlier this week our advisory council met for the first time to discuss the initial investments, share guidance, and chart our path forward: https://t.co/GynLqKrF5k https://t.co/sq8bz095rc",48,2021-05-21 17:14:51
132,"RT @WSJmarkets: Goldman is a powerhouse in trading and investment banking, but it wants to look more like a venture-capital firm too. https…",0,2021-05-20 17:00:02
133,"“When you're managing a crisis and you're doing it remotely, you've got to be a very visible leader.” - John F. Crowley, chairman and CEO of Amicus Therapeutics, in a #TalksAtGS: https://t.co/wM3Cp0cmUJ https://t.co/yjINPWZAPi",10,2021-05-20 13:00:25
134,"Watch Zach Pandl, $GS' co-head of FX, Interest Rates and Emerging Markets Research, discuss the outlook for inflation and Fed policy on @CNBC 
https://t.co/BIYcpXfXC3",20,2021-05-20 10:39:02
135,".@MikeSievert, CEO of @TMobile, discusses the company’s culture and how its approach allowed T-Mobile to excel during the pandemic in a #TalksAtGS: https://t.co/otfcYT4tGg https://t.co/vn9MGRzG86",20,2021-05-19 17:00:25
136,Watch $GS senior investment strategist Abby Joseph Cohen discuss the need for infrastructure investment in the US on @BloombergTV: https://t.co/GMQH3SBVjW,10,2021-05-18 20:00:00
137,".@ultabeauty CEO Mary Dillon discusses the importance of communicating with young consumers to gain awareness of future trends within the beauty industry in a #TalksAtGS, with $GS' chairman and CEO David Solomon: https://t.co/FpI9G98hrk https://t.co/KH93zj8dZp",11,2021-05-18 19:00:19
138,Why is copper the new oil? $GS Research’s Nick Snowdon explains why a surge in green capex—combined with the lack of copper mining projects—will lead to a multiyear bull market in copper in this episode of Exchanges at Goldman Sachs: https://t.co/09dL6mp2Y2 https://t.co/9EaRVMBuwU,28,2021-05-18 17:00:56
139,#ICYMI: $GS' Stephanie Hui explains how the evolution in China’s consumer spending is shaping investment opportunities in The Daily Check-In: https://t.co/M1D5oLFdJT https://t.co/Mprg8of4pc,6,2021-05-18 15:00:27
140,"“There's a rebound underway, but that's a very different scenario from a recovery.” - @Dambisamoyo, economist and author of ""How Boards Work,"" in a recent episode of #TalksAtGS, with $GS' president and COO John Waldron: https://t.co/Cm1576hdN8 https://t.co/UG43qvLuE7",11,2021-05-18 13:00:32
141,Watch $GS chief Japan economist Naohiko Baba discuss the outlook for Japan's economy amid the ongoing pandemic on @CNBC. https://t.co/09m3gmQeMa,17,2021-05-18 10:01:35
142,"ゴールドマン・サックスの幹部に一人一冊配られた本とは？　人事部長の上田彰子が@nikkeistyleの「社会人1年目の課題図書」で明かします。cc: @angeladuckw 
https://t.co/VeyZJWxgZR",18,2021-05-18 01:00:55
143,How is Gen Z reshaping China’s consumption patterns? $GS' Stephanie Hui explains in The Daily Check-In: https://t.co/dXxuUuXyib https://t.co/BjXBD8sIyN,12,2021-05-17 23:45:18
144,$GS' Lisa Opoku was honored to be the Commencement Speaker at @Ashesi University in Ghana. We're proud to recruit from Ashesi as part of our Africa Recruiting Initiative: https://t.co/5gFAcXLxxU https://t.co/YPKzotyCd1,447,2021-05-17 23:00:02
145,We are proud to partner with @taaforg who is committed to accelerating opportunity and prosperity for Asian American and Pacific Islander communities. Learn more about their mission: https://t.co/LmueRK4QzG #AsianHeritageMonth,6,2021-05-17 22:00:01
146,“We talk a lot about thinking of a diversity ethos surrounding the investors at the firm and the companies they back and @uluventures was a perfect expression of that.” - Head of #LaunchWithGS Suzanne Gauron on one of the largest Latina-led firms: https://t.co/ltDyqox2zP,9,2021-05-17 20:35:31
147,"Co-anchor of @FoxNews’ @AmericaNewsroom and author of ""Everything Will Be Okay"" @DanaPerino shares key insights on how younger professionals can advance their careers in a #TalksAtGS: https://t.co/xegAShONIg https://t.co/Edf7KS9Dob",41,2021-05-14 13:00:21
148,".@LFA_PR 代表理事の李炯植氏。ゴールドマン・サックス証券持田社長との対談の中で、子供の貧困問題への思いと新たなトータルソリューションへの抱負について語っています。ゴールドマン・サックスは #GSGives を通じてこの団体を支援してます。
https://t.co/YnrXj6D0At https://t.co/PIXvlPDzx4",31,2021-05-14 04:48:37
149,How are investment opportunities evolving in the transportation sector? $GS' Kevin Martens describes the shifting landscape for investors in The Daily Check-In: https://t.co/hNyJ6aJmqF https://t.co/OImiimznGQ,10,2021-05-13 23:30:25
150,"Watch $GS' US chief equity strategist David Kostin discuss his outlook for the market on @CNBC:
https://t.co/TWnEVdEGza",9,2021-05-13 20:00:01
151,"“We didn't want to look back years later… and wish that we had done something else. We didn't want to have any regrets.” - John F. Crowley, chairman and CEO of Amicus Therapeutics, in a recent episode of #TalksAtGS: https://t.co/3lTkktDCzK https://t.co/BCrRxZ4QSW",10,2021-05-13 19:00:23
152,$GS Asset Management’s Kevin Martens explains how the transportation sector is evolving in a post-COVID landscape in The Daily Check-In: https://t.co/ncfnKLSdE9 https://t.co/5Tg68fhZIq,9,2021-05-13 17:00:30
153,".@LewisPugh, endurance swimmer and @UN patron of the oceans, discusses the progress that can be made in preserving and restoring the world’s largest bodies of water in a #TalksAtGS: https://t.co/R0EAKvXrGS https://t.co/xJuV82xBY6",8,2021-05-13 15:00:20
154,We're honored to welcome @StephenCurry30 and @AyeshaCurry to the advisory council of our One Million Black Women initiative. https://t.co/0k15Ndjoa6,334,2021-05-13 14:02:40
155,"Watch $GS’ Tim Moe discuss opportunities in Asian equities amid recent volatility, the Taiwan market, and the outlook for inflation on @BloombergTV: 
https://t.co/PsiJvAQHIf https://t.co/TqjMGId8R3",12,2021-05-13 03:06:36
156,"Watch $GS head of energy research Damien Courvalin speak on his outlook for oil prices and demand on @BloombergTV:
https://t.co/m3cLdpfutz",16,2021-05-12 15:00:02
157,"“Every single one of us wants to live [on] a planet that's clean and healthy.” - @MikeSievert, CEO of @TMobile, during a recent episode of #TalksAtGS with $GS' president and COO John Waldron: https://t.co/3GzjXD0uhP https://t.co/nffRpUsgrT",12,2021-05-12 13:00:18
158,We’re proud to see @MikeBloomberg's latest philanthropic gift to @JohnsHopkins that will help increase diversity in the university’s #STEM PhD programs and shape the field for years to come: https://t.co/nmO9RpGMut,14,2021-05-11 22:03:34
159,"Today, we announced the 15 companies that have been selected to participate in our 2021 #LaunchWithGS Entrepreneur Cohort. Learn more about them: https://t.co/1WktCmJfg7",25,2021-05-11 19:20:00
160,"How can large companies innovate? $GS' Tanya Baker, Hasan Malik and Daniel Kovenat discuss the GS Accelerate program and how it helps identify new business ideas on the latest episode of Exchanges at Goldman Sachs: https://t.co/fEUcfltrZp https://t.co/FqOQuP5oIq",13,2021-05-11 16:34:58
161,"Watch $GS chief economist Jan Hatzius speak to @BloombergTV on the job market, inflation and Fed policy: https://t.co/yFPHAOHVJh",14,2021-05-11 15:01:08
162,"“Most consumers would aspire to want things that are healthier or better for the environment.” - Mary Dillon, CEO of @ultabeauty, during a #TalksAtGS with $GS' chairman and CEO David Solomon: https://t.co/iHvxp6OXJ6 https://t.co/cDB1X7wUdw",9,2021-05-11 13:00:20
163,$GS' Lou Miller explains what’s driving the equity market’s rotation from growth to value &amp; the sectors that will benefit in this episode of The Daily Check-In: https://t.co/AZfLSZrChE https://t.co/K4yTA4HRER,13,2021-05-10 23:30:24
164,Where are we in the equity market rotation from growth to value? Lou Miller of Global Markets explains in this episode of The Daily Check-In: https://t.co/2pDUTHdaH6 https://t.co/U4wKvpJ01C,18,2021-05-10 20:27:22
165,#ICYMI: $GS' Nora Creedon explains how the pandemic may have fundamentally altered the real estate landscape in The Daily Check-In: https://t.co/tYWM0DGgQR https://t.co/uzPwcLeoh5,16,2021-05-08 16:00:21
166,Co-anchor of @FoxNews' @AmericaNewsroom and author of “Everything Will Be Okay” @DanaPerino on why she was inspired to write her latest book in a #TalksAtGS: https://t.co/H4qae0pQnC https://t.co/XHUcJd6o5a,10,2021-05-08 14:00:19
167,What sectors of the real estate market are recovering as the economy emerges from the pandemic? $GS Asset Management’s Nora Creedon explains in The Daily Check-In: https://t.co/Ph4k83Jf3U https://t.co/FZtQLRh3Go,13,2021-05-07 20:00:19
168,"Watch $GS chief economist Jan Hatzius speak to @CNBC about what the latest #jobsreport means for the economy:
https://t.co/YachsXlr8f",15,2021-05-07 17:30:00
169,"Join us for another One Million Black Women listening session as @ayeshacurry moderates a conversation around entrepreneurship today at 8PM ET/5PM PT. Her work with CDFI lender @lendistry is critical to this conversation. #BlackWomenImpact

RSVP: https://t.co/OqOzkedhlf https://t.co/RdtqDmh7td",98,2021-05-06 16:34:54
170,#ICYMI: $GS' Gurpreet Gill explains how central banks are using policy-making to mitigate climate change and social inequalities in The Daily Check-In: https://t.co/H3xHARbkgF https://t.co/dGm8bdc81L,9,2021-05-06 15:00:28
171,"We’re so proud of the four amazing @GS10KSmallBiz graduates who joined this important conversation yesterday in Rhode Island. Thank you, @VP Harris and @SecRaimondo. https://t.co/f3zyTeOsLk",16,2021-05-06 13:49:11
172,"“What's happening now in the Arctic will impact literally every single person on this planet, every single future generation, and the whole of the animal kingdom.” - @LewisPugh, endurance swimmer and @UN patron of the oceans, in a #TalksAtGS: https://t.co/QtQCwzAzJG https://t.co/KNDDlWQIXK",14,2021-05-06 13:00:30
173,How are central banks using monetary policies to address climate change and social inequality? $GS' Gurpreet Gill explains in The Daily Check-In: https://t.co/XK18e4YEM5 https://t.co/ogoKm3cH3t,15,2021-05-05 21:32:26
174,"“Our company, how we support each other, how we solve problems, how we focus on the customer… it's our secret sauce.” - @MikeSievert, CEO of @TMobile, during a recent episode of #TalksAtGS with $GS' president and COO John Waldron: https://t.co/uCymqVUHkB https://t.co/SomMJV5E3s",45,2021-05-05 15:28:47
175,"Jake Siewert, outgoing global head of corporate communications, reflects on his career working with the media, in communications, and hosting a podcast in Exchanges at $GS: https://t.co/tbxxRsozc8 https://t.co/Qim5R7EUyR",10,2021-05-04 19:00:08
176,.@ultabeauty CEO Mary Dillon discusses the importance of communicating with young consumers to gain awareness of future trends within the beauty industry in a recent episode of #TalksAtGS with $GS' chairman and CEO David Solomon: https://t.co/WSFFZwHuYD https://t.co/ZuxgRoO7KM,13,2021-05-04 16:11:32
177,"In 2020, we reimagined our long-standing #CommunityTeamWorks program to help those disproportionately affected by the global pandemic—holding 436 virtual volunteer projects with 205 nonprofit organizations. Learn more in our 2020 Sustainability Report: https://t.co/GRD59jdUL9 https://t.co/jAOMlSlgIi",18,2021-05-03 21:30:02
178,$GS' Kim Posnett discusses the accelerating tech supercycle for public listings on @theinformation: https://t.co/aCraRHrww8,6,2021-05-03 20:30:00
179,"Watch Katie Koch, $GS co-head of Fundamental Equity within Goldman Sachs Asset Management, share where she sees opportunities in tech and the theme of “the great outdoors” on @BloombergTV: https://t.co/xi1g8Cx1Fs",12,2021-05-03 17:57:39
180,WATCH: $GS chief Asia Pacific economist Andrew Tilton tells @CNBC  how the reopening of the US economy could bring positive impact to the region. https://t.co/fYzG4aWtxB https://t.co/mzBj9z1UFo,20,2021-05-03 08:20:38
181,"“Take the jobs that you think aren't that attractive and do them very well.” Co-anchor of @FoxNews’ @AmericaNewsroom and author of ""Everything Will Be Okay"" @DanaPerino during a #TalksAtGS: https://t.co/P9HS827lSB https://t.co/5eryvPp4Rt",28,2021-05-01 15:00:29
182,"This year we’re recognizing #AsianHeritageMonth in both the US and EMEA. Hear from Chris Kojima and Kunal Shah, regional heads of the $GS Asian Network, on their career paths, and advice for someone who would like to become an ally to the Asian community. https://t.co/zAyhl3X0hz",41,2021-04-30 18:42:19
183,".@WalterIsaacson, historian and author of ""The Code Breaker,"" discusses Nobel Prize-winning biochemist Jennifer Doudna’s journey to discovering CRISPR gene editing during a #TalksAtGS: https://t.co/q1TsALvx9x https://t.co/gBhecbe7Tk",10,2021-04-30 15:30:28
184,"Entering 2020, we set a goal of $750B in sustainable financing, investing and advisory activity by 2030. Despite the pandemic, we’re ahead of pace. Read our 2020 Sustainability Report to learn more: https://t.co/rHzH1NCSTB #GSsustainability https://t.co/VIZoK1E3uF",15,2021-04-30 14:30:02
185,$GS chief Asia Pacific strategist Tim Moe talks to @CNBC about the “very constructive backdrop” for regional earnings and equity markets. https://t.co/4MroaT2XAr,9,2021-04-30 02:25:15
186,Pressure to decarbonize could open up a new bull market in the oil industry. $GS Research’s Michele Della Vigna explains: https://t.co/7smioC1ZZH https://t.co/rmLCNpnr8i,8,2021-04-29 23:00:15
187,$GS Research’s Michele Della Vigna explains how investor pressure to decarbonize is transforming the oil &amp; gas industry and bringing an end to non-OPEC growth: https://t.co/75nESg9Jtz https://t.co/mgoWgB6342,6,2021-04-29 20:08:08
188,"Watch $GS chief economist Jan Hatzius on his thoughts post FOMC meeting and his outlook for the Fed and economy on @CNBC: 
https://t.co/LcD03IbD9n",5,2021-04-29 16:00:02
189,"“The oceans recover and they can recover magnificently, but we need to take the action now.” - @LewisPugh, endurance swimmer and @UN patron of the oceans, in a #TalksAtGS: https://t.co/3gabGBM7IY https://t.co/inEcn3ojjR",12,2021-04-29 15:00:22
190,$GS supports #India with an additional $10 million commitment for #COVID19 relief and recovery efforts as the country experiences a surge in cases. #GoldmanSachsIndia Read the press release: https://t.co/0hPj5prpld,43,2021-04-29 06:34:33
191,"自宅で過ごす今年の #ゴールデンウィーク は新しい本を見つけて読書を楽しんではいかがでしょうか。
ゴールドマン・サックスの日本の経営陣が過去5年間、夏休み読書シリーズで紹介した書籍は、小説から歴史物、自己啓発本まで35冊にも上ります。#STAYHOME  📚  https://t.co/nwhP8wKm8E https://t.co/WMDb0X8htr",17,2021-04-29 02:00:01
192,"Why are global insurers leaning into risk? Mike Siegel, Global Head of $GS Insurance Asset Management, breaks down the results of the annual insurance survey in Exchanges at Goldman Sachs: https://t.co/zRyvwQJCA1 https://t.co/tUiH0u8fIf",18,2021-04-27 17:00:25
193,"RT @MikeBloomberg: Today @DavidSolomon and I are announcing a new partnership to bring more capital to clean energy projects globally, with…",0,2021-04-27 15:54:21
194,"RT @GSCareers: Meet Waverly, an analyst in the Sustainable Finance Group, who is harnessing her passion for social impact to support the fi…",0,2021-04-27 15:02:22
195,“The weakness seen in EM... was a more broad-based repricing of global fixed income and EM assets were caught right in the middle.”  – $GS' Jennifer Roth on emerging markets: https://t.co/8LprjpsWFv https://t.co/j3YJhQA7ve,12,2021-04-27 13:00:08
196,“Sports betting represents one of the largest consumer growth opportunities over the next 10 years.” – Stephen Grambling of $GS Research: https://t.co/SzzyLQuR7X https://t.co/APUiCITuZq,35,2021-04-26 23:00:25
197,What’s driving the rise in sports gambling in the US? Stephen Grambling of $GS Research explains: https://t.co/LSAciQEGjr https://t.co/hs9ZsyMvc0,15,2021-04-26 20:20:35
198,How are emerging markets faring during a continuing pandemic and a nascent recovery? Jen Roth of $GS Global Markets weighs in: https://t.co/0OpOEedtk0 https://t.co/03NQOK6PcN,14,2021-04-26 17:00:08
199,"“I realized that a lot of the concerns and worries that young women were having… were following them into their thirties and beyond.” - Co-anchor of @FoxNews' @AmericaNewsroom and author of ""Everything Will Be Okay"" @DanaPerino during a #TalksAtGS: https://t.co/i0ddqH1kyO https://t.co/AKMia80VRi",19,2021-04-24 13:00:23
