,tweets,likes,time
124,"The US economy seems to be poised to be an engine for global growth. How does the Fed position itself accordingly? Ellen Zentner, Chief US Economist, speaks with Richard Clarida, Vice Chair of the @FederalReserve on this and more: https://t.co/9wAmiW0xRj @business_econ",6,2021-05-13 14:09:50
125,".@Comcast Chairman and CEO Brian Roberts sits down with Benjamin Swinburne, Head of U.S. Media Research, to share how the company navigated a whirlwind year and how he sees the future of media. Watch it now: https://t.co/ij56cTZFG9",9,2021-05-13 13:08:58
126,Morgan Stanley has committed to mobilize $1 trillion in support of the UN’s Sustainable Development Goals by 2030 and tripled our earlier low-carbon commitment. Learn more: https://t.co/96YLXo7vs7,14,2021-05-12 21:38:46
127,"Congratulations to Ileana Musa, Co-Head of International Wealth Management and Head of International Banking &amp; Lending, on her induction into the @RedShoeMovement hall of fame! https://t.co/KSgfoSzulC",14,2021-05-11 21:47:19
128,"Morgan Stanley Research estimates that the growth trend of U.S. pet ownership more than tripled during the pandemic, while spending on everything from veterinary care to pet accessories has proven resilient, even during the recession. Learn more: https://t.co/IlTZOrK4ro https://t.co/3R6dOTkZ7v",21,2021-05-11 19:16:21
129,"Find out why @IKEA CEO Jesper Brodin thinks “this is possibly the most important decade in the history of humankind,” in the first episode of our new series Sustainability Matters. Watch it now: https://t.co/ZpJCierB81",13,2021-05-10 22:14:00
130,"Joan Steinberg, our Head of Philanthropy, makes the case for choosing to stand up for children’s mental health. #MentalHealthMonth #MorganStanleyACMH
https://t.co/Ggn2AFNWud",15,2021-05-10 19:11:14
131,"Meet Rook, and her older sister Bink. Rook joined the home of Vice President Marika Kamimura this year, and our research suggests she’s not alone. Discover the trends that could nearly triple the size of the pet industry by 2030: https://t.co/Ouae2uCtrJ https://t.co/5toIxPXagH",20,2021-05-08 20:00:00
132,.@CFUF works to strengthen urban communities by helping fathers and families achieve stability and economic success. They're 1 of the 12 nonprofits participating in our 2021 Strategy Challenge. Find out more: https://t.co/cHp1me7J4J #MSGivesBack https://t.co/8u82lB8Uxj,7,2021-05-08 18:00:01
133,"We’re proud to have one of the longest standing corporate partnerships in Carnegie Hall’s history. This week, our Chairman and CEO James Gorman virtually accepted their Medal of Excellence to celebrate over 40 years of support. #MSGivesBack https://t.co/GNxKd4DkGj",21,2021-05-08 16:05:36
134,PODCAST: Lost and discarded commercial fishing gear is the largest source of macro-plastic waste in our oceans. How does an entire industry address this problem?  https://t.co/IOGVOCnXab #AtScalePodcast,10,2021-05-07 19:35:45
135,"Today is #ChildrensMentalHealthDay. Learn about the crisis facing kids today, and how the Morgan Stanley Alliance for Children’s Mental Health is helping to address this problem: https://t.co/PJIgF1ky0K #MorganStanleyACMH https://t.co/7ieaZzRf11",24,2021-05-07 15:02:01
136,“How do you know if you have an inclusive work environment?” asks @KanarysInc CEO Mandy Price. “The key signifiers are going to be underrepresented employees.” We're helping her accelerate the DEI SaaS platform she co-founded. Read more: https://t.co/zy35mhD3Oc #MCIL https://t.co/40WxMyeiof,9,2021-05-06 20:29:57
137,"Practicing good password security is one of the best steps to improve your online safety. Learn how to add layers of security to your accounts, from complex passwords to password managers: https://t.co/ITFoV7jClk #WorldPasswordDay https://t.co/K9rI6scrAK",9,2021-05-06 16:25:17
138,The U.S. Supreme Court is expected to deliver a decision soon on a key case for the future of the Affordable Care Act and the 20 million Americans who have acquired coverage under it. The outcome could have significant impacts for investors too. https://t.co/ghfsWcHqV6,6,2021-05-06 11:14:56
139,"We’re proud to support We Are More, a new public art project by Amanda Phingbodhipakkiya. Coinciding with Asian Pacific American Heritage Month, #WeAreMore challenges stereotypes and celebrates the AAPI community. @tsqarts #MSArts @alonglastname https://t.co/xMmveUn9ie",14,2021-05-05 17:36:11
140,"Watch Wei Sun Christianson, Morgan Stanley’s Co-CEO of Asia Pacific and CEO of China, as she speaks today at the @FinancialTimes Global Boardroom conference. Learn more:
https://t.co/8qqZ8RX6ss #FTGlobalBoardroom https://t.co/Y8Pit7fatc",9,2021-05-05 01:59:31
141,"Five themes illustrate how governments, corporations and investors could drive growth in the sustainable fixed-income market, as they plot post-pandemic economic growth. https://t.co/CIKbwQ9flQ",17,2021-05-04 20:45:11
142,"New risks to the bull market are emerging. Key among them: Mounting supply-chain pressures.  Morgan Stanley Wealth Management Chief Investment Officer Lisa Shalett discusses how investors can prepare.
https://t.co/mLfft5oVpb",15,2021-05-04 16:44:34
143,"The COVID-19 pandemic, insufficient investment, and the lack of an effective way to connect innovative ideas with capital, have deepened the crisis in children’s mental health. We're searching for solutions. https://t.co/NM2icA4BTR #MentalHealthMonth https://t.co/DK1vxi97Em",17,2021-05-03 21:26:00
144,"These five @HowardU freshmen will receive full-ride 4-year scholarships, career readiness training, Morgan Stanley mentors, and networking opportunities to help them succeed in their field of choice. Learn more: https://t.co/jg0iZUakpw https://t.co/ZClAT04khl",17,2021-05-03 17:53:51
145,"You can listen to the Webby-nominated Access and Opportunity Podcast with @CarlaAnnHarris, available on all major podcast platforms. https://t.co/1qOtVVRbp7 #webbys #webbypeoplesvoice https://t.co/UgmAEnaMfL",19,2021-05-02 20:00:07
146,"Ever wonder how an NBA All-Star thinks about success? Here’s what Grant Hill thinks you should know.
https://t.co/0KHPonM3xf",12,2021-05-02 16:59:55
147,"Meet Michelle, who uses her fluency in several languages and her love of exploring new cultures in her job as an Associate on our Asia-Pacific Investment Banking management team in Hong Kong. https://t.co/U8xqmJAc7R",24,2021-05-02 11:00:00
148,".@CFUF works to strengthen urban communities by helping fathers and families achieve stability and economic success. They're 1 of the 12 nonprofits participating in our 2021 Strategy Challenge. Find out more: https://t.co/dd2v7TXSFP
#MSGivesBack https://t.co/vnqmz3l5kT",13,2021-05-01 19:29:43
149,"Remote learning and social distancing have ramped up internet use among kids, but not without risk to their mental health. Morgan Stanley is working with the @ChildMindInst to study the impact. https://t.co/iBbA01NoBs https://t.co/7i55GSkXb8",15,2021-05-01 16:32:58
150,Members of our Asian Employee Network met remotely to mark the beginning of Asian Pacific American Heritage Month. We celebrate the diversity of our community while standing together in solidarity. #APAHM #AAPIHM https://t.co/1yspAQqXmM,12,2021-05-01 12:59:59
151,Plans to introduce digital currencies are gaining momentum among the world’s central banks. But what level of disruption will it bring to the financial system? Listen now: https://t.co/ygi547z744,11,2021-04-30 23:14:49
152,"We’re proud to be recognized among @LinkedIn’s top companies in the United States. Through our culture and the resources we provide, we hope to create an environment where our employees can grow, personally and professionally. #LinkedInTopCompanies https://t.co/smCBxKh1p1",9,2021-04-30 15:59:46
153,"During our Hong Kong office’s Move It for Mental Health campaign, employees hiked over 5,200 miles to raise awareness and funds for @MindHK, a member of the Morgan Stanley Alliance for Children’s Mental Health. Learn more: https://t.co/tN8H5uphHO https://t.co/UaNN4Kc5m0",8,2021-04-30 01:37:02
154,"Summer months have historically seen lower, more volatile returns, but strong year-to-date gains and potentially higher inflation could intensify that trend. https://t.co/sWnb8WSFYi",6,2021-04-29 18:44:45
155,"On the #Webby-nominated Access and Opportunity Podcast, @CarlaAnnHarris explores the connection between capital and communities. Listen now on all major podcast platforms. https://t.co/iBFE5yTZMj #WebbyPeoplesVoice https://t.co/wVIrQ4AlLv",11,2021-04-29 17:30:54
156,"Morgan Stanley is proud to be named among the ‘U.K. Top 50 Employers for Women’ for the tenth year, by @TheTimes newspaper recognizing employers who are leading the way in striving for workplace gender equality. Read more: https://t.co/rDBMFLPeuO #TimesTop50 https://t.co/mIr9EqGopO",22,2021-04-29 14:12:16
157,Our HBCU Scholars program aims to lift the barrier of higher education costs and set students of color on a path to financial independence. Congratulations to the exceptional group of @Morehouse freshmen in our inaugural cohort. Learn more:  https://t.co/9acwDbQrLr https://t.co/1GzpR6iUgI,51,2021-04-28 18:46:49
158,These are just a few of the ways we're making progress towards a more sustainable future. Discover more in our annual sustainability report: https://t.co/dNWvb4b3cJ https://t.co/Bs340FmBo5,10,2021-04-28 14:21:31
159,"In honor of #FinancialLiteracyMonth, Krystal Barker Buissereth, CFA, for Morgan Stanley at Work spoke with @KarenToulon of @Bloomberg’s “Black in Focus” about employee #financialwellness during COVID-19. Watch now: https://t.co/RfOng5CSB1 https://t.co/fptZRnxiH0",13,2021-04-27 22:00:00
160,"Excess savings and better-than-expected consumer spending could help create a stronger recovery than the Fed seems to expect. Wealth Management Chief Investment Officer Lisa Shalett explains why.
https://t.co/eLLJiAq85Q",10,2021-04-27 21:00:00
161,Morgan Stanley Investment Management’s Head of Sustainable Investing Navindu Katugampola joins industry leaders at the @FinancialTimes #FTMoralMoney Summit today to discuss how businesses can prioritize ESG outcomes. @ftlive  https://t.co/sjYo5VsFGA https://t.co/dbaOtxtFML,9,2021-04-27 13:34:07
162,"Cybersecurity at our firm involves assessing billions of files and hundreds of millions of login events daily. For #WorldIPDay, we celebrate the members of our cyber team who have patented data science-centric AI solutions that help keep our business and clients safe! #MSTech https://t.co/am6uYhtr7O",14,2021-04-27 00:00:27
163,"Today is #WorldIPDay, but innovation happens every day at Morgan Stanley. This year, a team of Wealth Management technologists patented a tool to integrate a client's transaction data with a merchant’s emissions data to calculate the carbon footprint of daily consumer choices. https://t.co/QkfeOUBpmH",12,2021-04-26 23:47:21
164,"Conversations surrounding sustainability are at the forefront of the global agenda - and the boardroom is no exception. Join Audrey Choi, our CMO and Chief Sustainability Officer, April 27th at the @financialtimes Moral Money Summit: https://t.co/kZvBKzEwcJ #ftmoralmoney @ftlive https://t.co/IKHjJebN7Q",18,2021-04-26 21:26:16
165,"We have so much to celebrate for #WorldIPDay!  Powered by our in-house Patent Accelerator, we have seen patents filed across Morgan Stanley double in the past year. Congratulations to our innovators and inventors! https://t.co/sd8V1mrqCT",16,2021-04-26 19:27:59
166,PODCAST: Guests @JambeckResearch and @DavidEdwardsPHD help Chief Sustainability Officer Audrey Choi explore the breadth and depth (Mariana Trench deep!) of the global plastic waste problem—and how to find solutions. https://t.co/jEA6E1ndcP https://t.co/qS2WiKTaQO,14,2021-04-26 17:30:12
167,"Congratulations to everyone at Morgan Stanley named to the Barron's 2021 Top 100 Wealth Advisors and Barron’s 2021 Top 100 Private Wealth Management Teams rankings! We are proud to celebrate them and this recognition.
https://t.co/pEyf8fxgiY",5,2021-04-26 11:59:59
168,"Value stocks tend to outperform growth when economic growth is above average and inflation expectations are expanding. Morgan Stanley’s Lisa Shalett explains why now is such a time.
https://t.co/6jExNcyRVV",18,2021-04-25 19:00:00
169,"Do you ever feel like your budget, accounts or debt picture is in disarray? The new season brings a great opportunity to declutter your finances, just as you would with your closet. Find out how. 
https://t.co/ejd3nd1HA8",10,2021-04-25 16:29:52
170,".@DhaniJones explains the power of intention, the importance of choosing business partners strategically, and what it means to be a baller on the latest episode of Access and Opportunity with @CarlaAnnHarris. Listen now:  https://t.co/MZTZT1KvXO",12,2021-04-25 13:00:00
171,Here’s how companies are embracing sustainability as an opportunity to drive higher public-market valuations. https://t.co/XyZvIhTtQJ https://t.co/A7TReOe8eQ,16,2021-04-24 19:31:12
172,"We're celebrating @Waterkeeper! A team of Morgan Stanley employees is consulting with them as part of our 2021 Strategy Challenge to support their work ensuring communities around the world have access to drinkable, swimmable, fishable water. Learn more: https://t.co/Q7XMznC7Tt https://t.co/EkJnYQDiN5",18,2021-04-24 17:00:01
173,"Providing financial returns for clients and doing good for society don’t have to be mutually exclusive. Our Head of EMEA, Clare Woodman, will discuss this and more at the @financialtimes’ Moral Money Summit on April 27th. #ftmoralmoney @ftlive https://t.co/3emGfO4CNO https://t.co/CbMDRgzqGy",16,2021-04-24 12:00:01
174,"Applications for our next cohort of the Multicultural Innovation Lab are open through next Tuesday, April 27th! Join a community of women and multicultural startup founders working to accelerate their businesses. Apply now: https://t.co/afoBdF4XZp #MCIL https://t.co/zaEHJrjzqI",9,2021-04-23 20:24:41
175,"Low carbon financing is just one of the ways that we promote sustainability at Morgan Stanley. Find out more about our progress, and the road we've charted forward, in our annual sustainability report: https://t.co/fxyC17ypKK https://t.co/8JnWh8FNI3",12,2021-04-23 18:44:36
176,Morgan Stanley Technology provides pro bono support for projects like @billionoyster which rebuilds oyster reefs in New York Harbor. A new cloud platform will help share real-time data from oyster stations with students and community scientists. #MSTech #MSGivesBack #oysterblitz https://t.co/DEXojfBGoY,29,2021-04-23 12:44:12
177,RT @ftlive: We are pleased to announce that Audrey Choi will be speaking at our upcoming #FTMoralMoney Digital Summit. View the full agenda…,0,2021-04-23 11:00:00
178,Decarbonization 101: A high quality equity portfolio can help investors seeking to reduce their carbon footprint. Our International Equity Team explains how. https://t.co/pe5CnSj6KN https://t.co/CKhsoVEzCJ,9,2021-04-22 21:04:34
179,"RT @TimesSquareNYC: NYC ❤️ goats! @DanGarodnick, President of @RiversideParkNY, announced the return of NYC's most famous and beloved goats…",0,2021-04-22 21:00:08
180,"This #EarthDay, consider how you can make a difference. Our Director of Impact Investing explains the role #investors can play in combating the risks of climate change.
https://t.co/Ny7M0YwWgF",14,2021-04-22 19:00:02
181,"Green investment is on investors' minds this Earth Week: a look at key investment themes across carbon capture, plastics, and agri-food developments from Adam Virgadamo, US Equity Strategist, and Jessica Alsford, Global Head of Sustainability Research. https://t.co/ga6VROlRsI",8,2021-04-22 18:29:58
182,Can exemplary corporate behavior on ESG issues really translate into better financial results? Our Applied Equity Advisors team believes the answer is a resounding yes. Find out why. https://t.co/1fgxrND8BA https://t.co/AQcg41paMZ,8,2021-04-22 18:01:33
183,"Happy #EarthDay! Today we're releasing our annual sustainability report, where you can discover how we pursue ESG priorities like:
 ☀️ climate change
🌇 inclusive growth
♻️ plastic waste reduction
Read the 2020 report here: https://t.co/1zqyTLuCZk https://t.co/ShvXTyOy4O",14,2021-04-22 15:42:04
184,“A country’s sustainability performance should be evaluated in the context of their stage of development.” Our Global Fixed Income team explains their new Sovereign Sustainability Model. Learn more. https://t.co/AKubkjZJWw https://t.co/WMqRgKZOYC,2,2021-04-22 15:29:39
185,"“Sustainable investing is going mainstream across traditional and niche asset classes,” explains Emily Chew, Global Head of Sustainability for Investment Management. This #EarthDay, learn more about our approach: https://t.co/ABauF91e56 https://t.co/51TMcjuY6W",11,2021-04-22 12:29:59
186,"Addressing climate change will take commitments from all of us, explained @GreenMondayHK HK Founder and CEO, David Yeung during a virtual fireside chat with Tim Chan, Asia Sustainability Analyst at Morgan Stanley. https://t.co/pTQfSdfLAt #SustainabilityMonth https://t.co/CxCGHb3sqG",10,2021-04-22 01:07:22
187,"Last year, we were the first major US bank to commit to net zero financed emissions by 2050. Today we’re proud to be a founding member of the industry-led, UN-convened #NetZeroBanking Alliance. Read more: https://t.co/04u0BsEVEg @UNEP_FI @TheSMI #RacetoZero https://t.co/kN3uhJP8FM",17,2021-04-21 18:01:43
188,"In the 1970s, international expansion became a priority for Morgan Stanley. London’s burgeoning role as the financial capital of Europe made it a natural location to establish our first international headquarters 44 years ago today. Learn more: https://t.co/d9tNzT31QU https://t.co/Xt5Brfn5YQ",19,2021-04-20 13:00:29
189,"RT @RiseOfRest: .@KanarysInc, @RheaplyInc &amp; @zirtueme just raised #VC money, who's next? Join the discussion @joinClubhouse on Tuesday, 4/2…",0,2021-04-20 12:51:56
190,"Join us in congratulating @SeemaHingorani, a Managing Director for Morgan Stanley Investment Management and founder of @GirlsWhoInvest, for being awarded with the #LegionofHonor for her lifelong efforts to promote gender equality. @FranceinNYC Learn more: https://t.co/q9ZJkyqAAb https://t.co/z3fBQIn3Pv",26,2021-04-19 17:49:52
191,Explore opportunities to pursue your financial goals by investing in line with your values and philanthropic objectives. https://t.co/V6JwGc28P4,8,2021-04-19 15:44:51
192,"Alongside hands on skills training, professional development and coursework, our latest group of @YearUp interns met with past participants who now work full time at Morgan Stanley. Find out more about this program for underserved young adults: https://t.co/jDcdQujlRH https://t.co/ySG6L6Wzdr",15,2021-04-19 15:29:55
193,"The COVID-19 pandemic, insufficient investment from the private and public sectors, and the lack of an effective way to connect innovative ideas with capital, have deepened the crisis in children’s mental health. We're searching for solutions. https://t.co/Go25brjcSf https://t.co/mRlLqGOfFn",6,2021-04-17 19:00:02
194,"Teams of employees in the US and the UK are working pro bono to help charities like @FelixProjectUK better serve their communities in partnership with @PilotLight. Find out more: https://t.co/6FZLTowBo8
 #MSGivesBack https://t.co/m5TTtXkMVV",17,2021-04-17 17:17:38
195,"Chetan Ahya, our Chief Economist and Global Head of Economics, discusses his outlook for the economic recovery on @Bloomberg starting at 6:39: https://t.co/VnteRJeln8 https://t.co/FtTIfuVvqJ",15,2021-04-16 20:29:44
196,"In support of @TeenageCancer’s ‘Hand to Hold’ campaign, spring interns at Morgan Stanley will be sending out gift packages to teenagers currently undergoing treatment in London &amp; Glasgow hospitals. #MyMSSpring #MSGivesBack https://t.co/M1d9WHGEw8",13,2021-04-16 15:29:36
197,At 8:30 a.m. ET: Morgan Stanley 1Q21 investor call with CEO James Gorman &amp; CFO Jonathan Pruzan. Webcast: https://t.co/QMadCsVgzY https://t.co/zalhXQvytF,11,2021-04-16 12:23:29
198,"$MS 1Q21: Investment Management results reflect strong asset management fees on AUM of $1.4 trillion, which include the impact of the @EatonVance acquisition, along with strong positive net flows across all asset classes. https://t.co/5SLKh9Q4Qg",10,2021-04-16 11:50:18
199,"$MS 1Q21: Wealth Management delivered a pre-tax margin of 26.9% or 27.9% excl. integration-related expenses. Results reflect strong levels of client engagement, record net new assets &amp; fee-based flows of $105 billion &amp; $37 billion, respectively, and growth in bank lending.",13,2021-04-16 11:48:48
